#
# From LES simulations of the flow over a wall-mounted hump
# Published in
#      Avdis A., Lardeau S. & Leschziner M.A. (2009) 
#           Large Eddy Simulation of Separated Flow over a Glauert-Goldschmied 
#           Wall-Mounted Hump with and without Control by Means of a Synthetic Jet
#           Flow, Turbulence And Combustion, 83, 343-370.
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
# 
# Reference velocity: U_in
# Reference length: C 
# Re_C = U_in C/nu = 935,892
# 
# Other parameters:
#     Domain width z = 0.4 C
#     Hump height h = 0.13 C
#
# Boundary layer parameters upstream of the hump:
#     Momentum-thickness Reynolds number : Re_theta = 6771
#     Boundary-layer thickness : delta = 0.07 C  = 0.55 h
#     Displacement-thickness : delta^*  = 9.4 × 10−3 C = 0.073 h
#
# 
# Data: 
#    Resolution (nx,ny) = (207,23)
#    Domain extent from x = 0.625C to 1.583C
#
#    do i = 1,nx
#    do j = 1,ny
#       read(20,*) x(i,j),y(i,j),U(i,j),V(i,j),W(i,j)&
#                 ,uu(i,j),vv(i,j),ww(i,j)&
#                 ,uv(i,j),uw(i,j),vw(i,j)
#    enddo
#    read(20,*)
#    enddo
# 
#    x/C           y/C           U/U_in        V/U_in        W/U_in        uu/U_in^2     vv/U_in^2     ww/U_in^2     uv/U_in^2     uw/U_in^2     vw/U_in^2
     0.7668732     0.1608756     1.1244977    -0.0897091     0.0002907     0.0023349     0.0019999     0.0015760    -0.0008815    -0.0000027     0.0000008
     0.7692413     0.1705496     1.1446332    -0.0897379     0.0001652     0.0017229     0.0013855     0.0010248    -0.0006798    -0.0000240     0.0000097
     0.7714271     0.1806942     1.1634432    -0.0893030     0.0001026     0.0011010     0.0008750     0.0005600    -0.0004577    -0.0000119     0.0000000
     0.7734342     0.1913075     1.1777665    -0.0882227    -0.0000764     0.0005373     0.0004937     0.0002622    -0.0002332    -0.0000059    -0.0000001
     0.7752705     0.2023887     1.1848982    -0.0863906     0.0000369     0.0002152     0.0002597     0.0001113    -0.0000809    -0.0000018    -0.0000015
     0.7769445     0.2139390     1.1864048    -0.0839843    -0.0000126     0.0000826     0.0001399     0.0000523    -0.0000131    -0.0000000    -0.0000014
     0.7784628     0.2259627     1.1852203    -0.0812258    -0.0000050     0.0000452     0.0000859     0.0000281     0.0000041    -0.0000006    -0.0000002
     0.7798291     0.2384682     1.1832969    -0.0782565     0.0000001     0.0000325     0.0000597     0.0000168     0.0000065    -0.0000003    -0.0000001

     0.7266679     0.0640955    -0.0875889     0.0662797     0.0003753     0.0085740     0.0053385     0.0108141    -0.0053162    -0.0001565     0.0000608
     0.7292401     0.0678897    -0.1224425     0.0957745     0.0003066     0.0107646     0.0075102     0.0114347    -0.0054462    -0.0001543    -0.0000200
     0.7318069     0.0721080    -0.1137704     0.0941170     0.0002672     0.0126788     0.0101535     0.0121783    -0.0056209    -0.0001195    -0.0001168
     0.7344228     0.0767262    -0.0875860     0.0826393     0.0009612     0.0158517     0.0142537     0.0145097    -0.0068574     0.0000161    -0.0001467
     0.7371219     0.0816860    -0.0390603     0.0629030     0.0005580     0.0217675     0.0202999     0.0199067    -0.0097469     0.0002161    -0.0001712
     0.7399191     0.0869653     0.0397730     0.0348558     0.0002852     0.0306957     0.0288552     0.0284583    -0.0145144     0.0003057    -0.0000958
     0.7428146     0.0925621     0.1534767     0.0026764     0.0011433     0.0434874     0.0383293     0.0380890    -0.0214376     0.0000157    -0.0003345
     0.7457978     0.0984866     0.3012283    -0.0307414    -0.0008466     0.0573296     0.0452972     0.0457655    -0.0283926    -0.0001994    -0.0002091
     0.7488479     0.1047566     0.4812789    -0.0602921    -0.0006167     0.0686407     0.0453710     0.0456025    -0.0326112    -0.0002628     0.0000263
     0.7519361     0.1113941     0.6821380    -0.0801749     0.0005345     0.0668398     0.0373470     0.0362970    -0.0300104    -0.0002528    -0.0000823
     0.7550266     0.1184222     0.8695442    -0.0887801     0.0003204     0.0447139     0.0245284     0.0213942    -0.0197494     0.0001291    -0.0002545
     0.7580799     0.1258637     0.9943574    -0.0894038     0.0009942     0.0200205     0.0138352     0.0105567    -0.0092390    -0.0000334    -0.0001187
     0.7610558     0.1337386     1.0552746    -0.0886579     0.0013367     0.0077461     0.0075662     0.0053248    -0.0033824    -0.0000861    -0.0000296
     0.7639169     0.1420630     1.0833865    -0.0888778     0.0016742     0.0041904     0.0044379     0.0032604    -0.0014958    -0.0000050    -0.0000180
     0.7666325     0.1508483     1.1031843    -0.0894299     0.0011004     0.0030555     0.0029252     0.0022907    -0.0010655    -0.0000089     0.0000052
     0.7691813     0.1601008     1.1228742    -0.0898085     0.0003040     0.0023789     0.0020653     0.0016211    -0.0008911    -0.0000042     0.0000013
     0.7715514     0.1698229     1.1431238    -0.0898787     0.0001646     0.0017584     0.0014291     0.0010583    -0.0006919    -0.0000226     0.0000106
     0.7737404     0.1800141     1.1621356    -0.0894888     0.0001061     0.0011311     0.0009058     0.0005802    -0.0004691    -0.0000125     0.0000011
     0.7757524     0.1906730     1.1767767    -0.0884855    -0.0000755     0.0005579     0.0005116     0.0002729    -0.0002416    -0.0000061    -0.0000001
     0.7775952     0.2017986     1.1842151    -0.0867006     0.0000365     0.0002238     0.0002693     0.0001154    -0.0000842    -0.0000021    -0.0000016
     0.7792773     0.2133924     1.1858564    -0.0843233    -0.0000127     0.0000861     0.0001446     0.0000542    -0.0000137     0.0000000    -0.0000015
     0.7808049     0.2254589     1.1847088    -0.0815813    -0.0000052     0.0000467     0.0000883     0.0000289     0.0000044    -0.0000006    -0.0000003
     0.7821817     0.2380062     1.1827788    -0.0786215     0.0000000     0.0000334     0.0000610     0.0000172     0.0000068    -0.0000003    -0.0000001

     0.7287258     0.0625917    -0.0900094     0.0668042     0.0001487     0.0086259     0.0052659     0.0106409    -0.0053013    -0.0001133     0.0000510
     0.7312919     0.0664130    -0.1245001     0.0957629    -0.0000687     0.0108839     0.0074340     0.0111977    -0.0054636    -0.0001744     0.0000284
     0.7338676     0.0706631    -0.1163386     0.0939985     0.0000940     0.0127607     0.0100760     0.0118207    -0.0056181    -0.0001092    -0.0000704
     0.7365084     0.0753259    -0.0909759     0.0832495     0.0007478     0.0158946     0.0139032     0.0139837    -0.0067529    -0.0000201    -0.0000974
     0.7392393     0.0803348    -0.0446441     0.0642092     0.0008942     0.0214176     0.0197957     0.0192423    -0.0094728     0.0002048    -0.0001009
     0.7420702     0.0856647     0.0307279     0.0375046     0.0007520     0.0299332     0.0279989     0.0273267    -0.0139822     0.0003205    -0.0001264
     0.7449996     0.0913133     0.1399609     0.0065353     0.0011187     0.0422678     0.0374922     0.0372093    -0.0206979     0.0001608    -0.0002105
     0.7480146     0.0972907     0.2831092    -0.0267871    -0.0008502     0.0560201     0.0447693     0.0453644    -0.0276416    -0.0002125    -0.0001057
     0.7510933     0.1036145     0.4581004    -0.0565943    -0.0007005     0.0677297     0.0458721     0.0462926    -0.0323999    -0.0002701    -0.0001388
     0.7542053     0.1103062     0.6562954    -0.0780831     0.0007602     0.0681807     0.0389868     0.0382717    -0.0308236    -0.0003379     0.0000384
     0.7573147     0.1173887     0.8477757    -0.0880284     0.0003468     0.0484293     0.0263348     0.0232641    -0.0213385     0.0001206    -0.0002068
     0.7603816     0.1248844     0.9820391    -0.0893847     0.0008568     0.0228458     0.0150781     0.0117140    -0.0104150     0.0000340    -0.0001612
     0.7633662     0.1328127     1.0502911    -0.0886499     0.0014417     0.0087103     0.0082122     0.0057710    -0.0039079    -0.0000841    -0.0000434
     0.7662325     0.1411895     1.0811871    -0.0888986     0.0017297     0.0044551     0.0047341     0.0034158    -0.0016313    -0.0000135    -0.0000092
     0.7689511     0.1500258     1.1015625    -0.0894038     0.0011481     0.0031336     0.0030534     0.0023727    -0.0010897    -0.0000111     0.0000013
     0.7715018     0.1593279     1.1212776    -0.0899018     0.0003490     0.0024247     0.0021359     0.0016682    -0.0009002    -0.0000023     0.0000022
     0.7738743     0.1690981     1.1416284    -0.0900131     0.0001889     0.0017938     0.0014760     0.0010962    -0.0007036    -0.0000222     0.0000096
     0.7760668     0.1793361     1.1608302    -0.0896819     0.0000946     0.0011619     0.0009375     0.0006024    -0.0004808    -0.0000130     0.0000009
     0.7780839     0.1900405     1.1757870    -0.0887452    -0.0000761     0.0005789     0.0005311     0.0002843    -0.0002497    -0.0000065    -0.0000008
     0.7799335     0.2012107     1.1835287    -0.0870148     0.0000364     0.0002327     0.0002793     0.0001200    -0.0000874    -0.0000023    -0.0000016
     0.7816239     0.2128481     1.1853078    -0.0846657    -0.0000134     0.0000898     0.0001495     0.0000562    -0.0000144     0.0000001    -0.0000016
     0.7831613     0.2249574     1.1841974    -0.0819392    -0.0000051     0.0000483     0.0000907     0.0000298     0.0000048    -0.0000006    -0.0000003
     0.7845487     0.2375467     1.1822601    -0.0789877     0.0000001     0.0000344     0.0000624     0.0000177     0.0000072    -0.0000003    -0.0000001

     0.7307996     0.0610959    -0.0922657     0.0673144     0.0002779     0.0087366     0.0051970     0.0104771    -0.0053051    -0.0000510     0.0000535
     0.7333565     0.0649416    -0.1263949     0.0957085    -0.0003389     0.0110486     0.0073297     0.0109397    -0.0054978    -0.0001723     0.0000578
     0.7359453     0.0692304    -0.1187074     0.0938353    -0.0001866     0.0128295     0.0099797     0.0114525    -0.0056563    -0.0001152    -0.0000361
     0.7386102     0.0739374    -0.0941405     0.0837243     0.0008818     0.0159745     0.0136703     0.0135885    -0.0066685    -0.0000247    -0.0000947
     0.7413714     0.0789938    -0.0497030     0.0655573     0.0012220     0.0211526     0.0193323     0.0185078    -0.0092723     0.0001452    -0.0000585
     0.7442355     0.0843728     0.0222271     0.0396949     0.0012550     0.0293186     0.0272028     0.0264086    -0.0136027     0.0003734    -0.0000950
     0.7471981     0.0900719     0.1269837     0.0099473     0.0009224     0.0412673     0.0365406     0.0367632    -0.0200094     0.0003471    -0.0002246
     0.7502448     0.0961011     0.2664765    -0.0230823    -0.0001899     0.0546635     0.0443180     0.0449951    -0.0270386    -0.0002398    -0.0001394
     0.7533517     0.1024776     0.4362009    -0.0535536    -0.0013775     0.0666964     0.0462731     0.0467867    -0.0320222    -0.0002207    -0.0001963
     0.7564877     0.1092227     0.6313775    -0.0759287     0.0006638     0.0691655     0.0403055     0.0401495    -0.0314351    -0.0002601    -0.0000041
     0.7596158     0.1163590     0.8255552    -0.0872385     0.0002393     0.0518524     0.0282589     0.0253007    -0.0228385     0.0001293    -0.0002390
     0.7626963     0.1239082     0.9687453    -0.0893979     0.0007771     0.0258543     0.0163499     0.0129628    -0.0116479     0.0000383    -0.0001458
     0.7656898     0.1318897     1.0447618    -0.0886780     0.0014323     0.0098273     0.0089191     0.0063006    -0.0045099    -0.0001082    -0.0000508
     0.7685614     0.1403186     1.0788910    -0.0888367     0.0017307     0.0047589     0.0050562     0.0036054    -0.0017966    -0.0000144    -0.0000095
     0.7712831     0.1492058     1.0999371    -0.0894032     0.0011816     0.0032273     0.0031921     0.0024540    -0.0011161    -0.0000112    -0.0000058
     0.7738361     0.1585574     1.1197190    -0.0899866     0.0003585     0.0024728     0.0022098     0.0017138    -0.0009138    -0.0000005     0.0000006
     0.7762111     0.1683758     1.1401423    -0.0901608     0.0001892     0.0018286     0.0015244     0.0011354    -0.0007147    -0.0000227     0.0000079
     0.7784075     0.1786606     1.1595224    -0.0898996     0.0000928     0.0011944     0.0009683     0.0006254    -0.0004925    -0.0000136     0.0000000
     0.7804300     0.1894106     1.1747956    -0.0890064    -0.0000874     0.0006003     0.0005515     0.0002960    -0.0002578    -0.0000070    -0.0000017
     0.7822868     0.2006254     1.1828379    -0.0873296     0.0000367     0.0002418     0.0002895     0.0001248    -0.0000909    -0.0000027    -0.0000016
     0.7839858     0.2123065     1.1847558    -0.0850109    -0.0000140     0.0000936     0.0001545     0.0000583    -0.0000151     0.0000002    -0.0000017
     0.7855331     0.2244587     1.1836832    -0.0822996    -0.0000052     0.0000499     0.0000932     0.0000306     0.0000051    -0.0000007    -0.0000003
     0.7869315     0.2370899     1.1817383    -0.0793547     0.0000000     0.0000355     0.0000638     0.0000181     0.0000076    -0.0000003    -0.0000001

     0.7328902     0.0596089    -0.0944703     0.0678775     0.0000194     0.0088653     0.0051261     0.0102936    -0.0052991    -0.0000803     0.0000725
     0.7354381     0.0634813    -0.1282803     0.0954523    -0.0004067     0.0112298     0.0072694     0.0106716    -0.0055208    -0.0001621     0.0000773
     0.7380409     0.0678111    -0.1208891     0.0937651    -0.0004553     0.0129508     0.0098571     0.0111388    -0.0056695    -0.0000998    -0.0000139
     0.7407284     0.0725607    -0.0971425     0.0841532     0.0008481     0.0160359     0.0133949     0.0132733    -0.0065967    -0.0000599    -0.0000776
     0.7435189     0.0776630    -0.0544130     0.0665456     0.0015610     0.0209869     0.0189310     0.0179007    -0.0090752     0.0000906    -0.0000424
     0.7464155     0.0830899     0.0143563     0.0414730     0.0021445     0.0289122     0.0265114     0.0257223    -0.0132177     0.0003801    -0.0001736
     0.7494112     0.0888383     0.1147412     0.0127901     0.0011765     0.0403615     0.0356032     0.0362007    -0.0194057     0.0005543    -0.0001493
     0.7524893     0.0949181     0.2507627    -0.0197850    -0.0001194     0.0534822     0.0437441     0.0446641    -0.0263241    -0.0001222    -0.0001094
     0.7556245     0.1013464     0.4158346    -0.0501950    -0.0021472     0.0655432     0.0465158     0.0470457    -0.0316497    -0.0001223    -0.0001488
     0.7587843     0.1081441     0.6077056    -0.0732177     0.0007689     0.0696914     0.0415888     0.0417454    -0.0317954    -0.0002474     0.0000634
     0.7619311     0.1153335     0.8033166    -0.0863519     0.0004283     0.0549779     0.0300802     0.0272778    -0.0243173     0.0000533    -0.0002106
     0.7650251     0.1229359     0.9546847    -0.0892441     0.0007756     0.0288980     0.0177466     0.0144124    -0.0130136    -0.0000049    -0.0001802
     0.7680277     0.1309700     1.0385793    -0.0887982     0.0012615     0.0111365     0.0096604     0.0068936    -0.0051852    -0.0001152    -0.0000558
     0.7709047     0.1394509     1.0763955    -0.0888289     0.0017358     0.0051172     0.0054149     0.0038294    -0.0019854    -0.0000184    -0.0000131
     0.7736297     0.1483889     1.0983155    -0.0894323     0.0012555     0.0033318     0.0033498     0.0025389    -0.0011518    -0.0000096    -0.0000098
     0.7761852     0.1577900     1.1182034    -0.0900478     0.0004132     0.0025252     0.0022809     0.0017602    -0.0009290    -0.0000009    -0.0000020
     0.7785631     0.1676565     1.1386804    -0.0903024     0.0001930     0.0018659     0.0015700     0.0011683    -0.0007248    -0.0000229     0.0000071
     0.7807634     0.1779882     1.1582217    -0.0901279     0.0001133     0.0012282     0.0009971     0.0006482    -0.0005040    -0.0000143    -0.0000009
     0.7827918     0.1887839     1.1737987    -0.0892830    -0.0000907     0.0006221     0.0005717     0.0003077    -0.0002663    -0.0000076    -0.0000020
     0.7846560     0.2000434     1.1821439    -0.0876497     0.0000376     0.0002511     0.0003000     0.0001298    -0.0000945    -0.0000032    -0.0000015
     0.7863640     0.2117683     1.1842019    -0.0853595    -0.0000139     0.0000976     0.0001596     0.0000604    -0.0000159     0.0000003    -0.0000017
     0.7879217     0.2239633     1.1831672    -0.0826625    -0.0000052     0.0000516     0.0000957     0.0000315     0.0000055    -0.0000007    -0.0000003
     0.7893313     0.2366367     1.1812142    -0.0797235    -0.0000000     0.0000366     0.0000652     0.0000186     0.0000080    -0.0000003    -0.0000001

     0.7349998     0.0581327    -0.0966892     0.0683420    -0.0000196     0.0089861     0.0050677     0.0100789    -0.0052960    -0.0000658     0.0000588
     0.7375395     0.0620362    -0.1303010     0.0950879    -0.0002803     0.0113939     0.0072285     0.0104251    -0.0055419    -0.0001287     0.0000665
     0.7401542     0.0664056    -0.1228867     0.0937473    -0.0005332     0.0131384     0.0097026     0.0109218    -0.0056692    -0.0000597     0.0000408
